ply,player,role,fen_before,move,fallback
35,Stockfish-GM,black,rn3knr/1pp4q/p2pb2b/2P2p2/PP1pP1pp/BQ1B1PPN/2K4P/RN5R b - - 0 18,c7c6,True
85,Stockfish-Strong,black,r3k3/7B/1pp5/p5pp/R2rp1n1/1KP1BN1P/1P1Q4/8 b - - 2 43,e8f7,True
7,Stockfish-Strong,black,rnbqkbnr/pp1ppp2/2p3pp/8/6P1/1PN4N/P1PPPP1P/R1BQKB1R b KQkq - 0 4,d8a5,True
193,Stockfish-Strong,black,1N6/8/2Q5/1p5k/1P3B2/2N5/3K4/8 b - - 36 97,h5h4,True
62,Stockfish-GM,white,r4k1r/2p1p3/2n2n1b/p1K3pQ/1P4P1/p1PNp3/b3B2P/R1B2R2 w - - 3 32,f1d1,True
177,Stockfish-Strong,black,3k4/6P1/P2N4/8/1p5b/3r4/4K3/5r2 b - - 0 89,d3d4,True
80,Stockfish-Strong,white,rn2kr2/1Q1p4/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/1R6 w - - 0 41,b7d7,True
166,Stockfish-GM,white,1B6/4k3/2R5/3P2p1/6P1/4P3/1K1B4/8 w - - 3 84,c6b6,True
167,stupid2,black,1B6/4k3/1R6/3P2p1/6P1/4P3/1K1B4/8 b - - 4 84,e7e8,False
76,Stockfish-Weak,white,3r4/Rb1k3r/3p3p/1p1n2pn/2PP4/1p3PBP/PN2K2R/5B2 w - - 6 39,a2a4,True
191,Stockfish-GM,black,7k/8/3R4/6P1/5pK1/5N2/P7/5bB1 b - - 6 96,f1a6,True
184,Stockfish-Strong,white,8/8/P7/6Q1/R7/R1B5/3NB3/2k4K w - - 3 93,e2g4,True
185,stupid2,black,8/8/P7/6Q1/R5B1/R1B5/3N4/2k4K b - - 4 93,c1c2,False
176,Stockfish-GM,white,1B2b3/4b3/k6P/P1pr4/5P2/3p1K2/b1R5/8 w - - 17 89,b8d6,True
169,Stockfish-Strong,black,6k1/2q1b3/nR6/2p1Pp2/P1N1P1p1/8/3Kn2r/8 b - - 3 85,e7g5,True
170,stupid1,white,6k1/2q5/nR6/2p1Ppb1/P1N1P1p1/8/3Kn2r/8 w - - 4 86,d2e1,False
102,Stockfish-Strong,white,7k/6bp/8/p3p3/PN2Pp1p/Q2B1b2/2qK1P2/8 w - - 1 52,d3c2,True
98,Stockfish-Strong,white,2b5/2r5/6k1/3p1nPp/p4P1p/1PPp3P/4R1K1/2N2BBR w - - 3 50,g1h2,True
8,Stockfish-Weak,white,rnb1kbnr/pp1ppp2/2p3pp/q7/6P1/1PN4N/P1PPPP1P/R1BQKB1R w KQkq - 1 5,c1a3,True
199,Stockfish-Strong,black,8/8/5k2/7p/np5P/2Rbp3/8/6K1 b - - 2 100,b4b3,True
70,Stockfish-Weak,white,Nbb5/p2k3r/P4p2/1p1P4/4R1pp/6q1/2PP2P1/1RBBK3 w - - 1 36,e1e2,True
169,Stockfish-Weak,black,k6n/8/P1bB2R1/1N5P/3Pp2p/4Np2/8/2K2B2 b - - 2 85,h4h3,True
69,Stockfish-Strong,black,rn1b4/p6r/b5k1/3q2p1/1B1P2pP/1P2P3/4QP2/1R1K1BR1 b - - 1 35,a6e2,False
63,Stockfish-Strong,black,r4k1r/2p1p3/2n2n1b/p1K3pQ/1P4P1/p1PNp3/b3B2P/R1BR4 b - - 4 32,e7e5,True
81,Stockfish-Strong,black,rn2kr2/3Q4/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/1R6 b - - 0 41,b8d7,True
178,Stockfish-GM,white,3k4/6P1/P2N4/8/1p1r3b/8/4K3/5r2 w - - 1 90,e2e3,True
86,Stockfish-GM,white,r7/5k1B/1pp5/p5pp/R2rp1n1/1KP1BN1P/1P1Q4/8 w - - 3 44,c3c4,True
36,Stockfish-Weak,white,rn3knr/1p5q/p1ppb2b/2P2p2/PP1pP1pp/BQ1B1PPN/2K4P/RN5R w - - 0 19,d3a6,True
168,Stockfish-GM,white,1B2k3/8/1R6/3P2p1/6P1/4P3/1K1B4/8 w - - 5 85,b2b3,True
169,stupid2,black,1B2k3/8/1R6/3P2p1/6P1/1K2P3/3B4/8 b - - 6 85,e8d8,False
77,Stockfish-GM,black,3r4/Rb1k3r/3p3p/1p1n2pn/P1PP4/1p3PBP/1N2K2R/5B2 b - - 0 39,d5e3,True
192,Stockfish-Weak,white,7k/8/b2R4/6P1/5pK1/5N2/P7/6B1 w - - 7 97,g4f4,True
177,Stockfish-Mid,black,4b3/4b3/k2B3P/P1pr4/5P2/3p1K2/b1R5/8 b - - 18 89,a6a5,True
186,Stockfish-Strong,white,8/8/P7/6Q1/R5B1/R1B5/2kN4/7K w - - 5 94,a3a1,True
187,stupid2,black,8/8/P7/6Q1/R5B1/2B5/2kN4/R6K b - - 6 94,c2c3,False
171,Stockfish-Strong,black,6k1/2q5/nR6/2p1Ppb1/P1N1P1p1/8/4n2r/4K3 b - - 5 86,c7d6,True
172,stupid1,white,6k1/8/nR1q4/2p1Ppb1/P1N1P1p1/8/4n2r/4K3 w - - 6 87,b6b4,False
103,Stockfish-Strong,black,7k/6bp/8/p3p3/PN2Pp1p/Q4b2/2BK1P2/8 b - - 0 52,f3g4,True
99,Stockfish-Mid,black,2b5/2r5/6k1/3p1nPp/p4P1p/1PPp3P/4R1KB/2N2B1R b - - 4 50,c7h7,True
0,Stockfish-Mid,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a2a3,True
9,Stockfish-Strong,black,rnb1kbnr/pp1ppp2/2p3pp/q7/6P1/BPN4N/P1PPPP1P/R2QKB1R b KQkq - 2 5,a5e5,True
71,Stockfish-Strong,black,Nbb5/p2k3r/P4p2/1p1P4/4R1pp/6q1/2PPK1P1/1RBB4 b - - 2 36,h7f7,True
70,Stockfish-GM,white,rn1b4/p6r/6k1/3q2p1/1B1P2pP/1P2P3/4bP2/1R1K1BR1 w - - 0 36,d1c1,True
64,Stockfish-GM,white,r4k1r/2p5/2n2n1b/p1K1p1pQ/1P4P1/p1PNp3/b3B2P/R1BR4 w - - 0 33,d1g1,True
82,Stockfish-Strong,white,r3kr2/3n4/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/1R6 w - - 0 42,b1h1,True
37,Stockfish-GM,black,rn3knr/1p5q/B1ppb2b/2P2p2/PP1pP1pp/BQ3PPN/2K4P/RN5R b - - 0 19,h7g6,True
87,Stockfish-Strong,black,r7/5k1B/1pp5/p5pp/R1Prp1n1/1K2BN1P/1P1Q4/8 b - - 0 44,h5h4,True
170,Stockfish-GM,white,1B1k4/8/1R6/3P2p1/6P1/1K2P3/3B4/8 w - - 7 86,b8g3,True
171,stupid2,black,3k4/8/1R6/3P2p1/6P1/1K2P1B1/3B4/8 b - - 8 86,d8e7,False
178,Stockfish-GM,white,4b3/4b3/3B3P/k1pr4/5P2/3p1K2/b1R5/8 w - - 0 90,c2d2,True
78,Stockfish-Weak,white,3r4/Rb1k3r/3p3p/1p4pn/P1PP4/1p2nPBP/1N2K2R/5B2 w - - 1 40,a7a6,True
193,Stockfish-GM,black,7k/8/b2R4/6P1/5K2/5N2/P7/6B1 b - - 0 97,a6b7,True
194,Stockfish-Weak,white,1N6/8/2Q5/1p6/1P3B1k/2N5/3K4/8 w - - 37 98,c6b6,True
188,Stockfish-Strong,white,8/8/P7/6Q1/R5B1/2k5/3N4/R6K w - - 0 95,d2c4,True
189,stupid2,black,8/8/P7/6Q1/R1N3B1/2k5/8/R6K b - - 1 95,c3b3,False
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,f7f6,True
170,Stockfish-GM,white,k6n/8/P1bB2R1/1N5P/3Pp3/4Np1p/8/2K2B2 w - - 0 86,f1c4,True
179,Stockfish-Strong,black,3k4/6P1/P2N4/8/1p1r3b/4K3/8/5r2 b - - 2 90,d4d1,True
173,Stockfish-Strong,black,6k1/8/n2q4/2p1Ppb1/PRN1P1p1/8/4n2r/4K3 b - - 7 87,e2g1,True
174,stupid1,white,6k1/8/n2q4/2p1Ppb1/PRN1P1p1/8/7r/4K1n1 w - - 8 88,c4a3,False
104,Stockfish-Strong,white,7k/6bp/8/p3p3/PN2Ppbp/Q7/2BK1P2/8 w - - 1 53,f2f3,True
71,Stockfish-Strong,black,rn1b4/p6r/6k1/3q2p1/1B1P2pP/1P2P3/4bP2/1RK2BR1 b - - 1 36,a7a6,True
65,Stockfish-Strong,black,r4k1r/2p5/2n2n1b/p1K1p1pQ/1P4P1/p1PNp3/b3B2P/R1B3R1 b - - 1 33,a2d5,True
83,Stockfish-Strong,black,r3kr2/3n4/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/7R b - - 1 42,e8e7,True
88,Stockfish-GM,white,r7/5k1B/1pp5/p5p1/R1Prp1np/1K2BN1P/1P1Q4/8 w - - 0 45,f3h4,True
179,Stockfish-Mid,black,4b3/4b3/3B3P/k1pr4/5P2/3p1K2/b2R4/8 b - - 1 90,a2b3,True
172,Stockfish-GM,white,8/4k3/1R6/3P2p1/6P1/1K2P1B1/3B4/8 w - - 9 87,g3d6,True
79,Stockfish-GM,black,3r4/1b1k3r/R2p3p/1p4pn/P1PP4/1p2nPBP/1N2K2R/5B2 b - - 2 40,e3d5,True
194,Stockfish-Weak,white,7k/1b6/3R4/6P1/5K2/5N2/P7/6B1 w - - 1 98,d6d7,True
173,stupid2,black,8/4k3/1R1B4/3P2p1/6P1/1K2P3/3B4/8 b - - 10 87,e7d7,False
190,Stockfish-Strong,white,8/8/P7/6Q1/R1N3B1/1k6/8/R6K w - - 2 96,c4e5,True
191,stupid2,black,8/8/P7/4N1Q1/R5B1/1k6/8/R6K b - - 3 96,b3c2,False
10,Stockfish-Weak,white,rnb1kbnr/pp1ppp2/2p3pp/4q3/6P1/BPN4N/P1PPPP1P/R2QKB1R w KQkq - 3 6,a3e7,True
72,Stockfish-Weak,white,Nbb5/p2k1r2/P4p2/1p1P4/4R1pp/6q1/2PPK1P1/1RBB4 w - - 3 37,d2d3,True
195,Stockfish-Strong,black,1N6/8/1Q6/1p6/1P3B1k/2N5/3K4/8 b - - 38 98,h4g4,True
2,Stockfish-Mid,white,rnbqkbnr/ppppp1pp/5p2/8/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,h2h3,True
38,Stockfish-Weak,white,rn3knr/1p6/B1ppb1qb/2P2p2/PP1pP1pp/BQ3PPN/2K4P/RN5R w - - 1 20,h1c1,True
171,Stockfish-Weak,black,k6n/8/P1bB2R1/1N5P/2BPp3/4Np1p/8/2K5 b - - 1 86,h8f7,True
72,Stockfish-GM,white,rn1b4/7r/p5k1/3q2p1/1B1P2pP/1P2P3/4bP2/1RK2BR1 w - - 0 37,b4d6,True
100,Stockfish-Strong,white,2b5/7r/6k1/3p1nPp/p4P1p/1PPp3P/4R1KB/2N2B1R w - - 5 51,b3a4,True
66,Stockfish-GM,white,r4k1r/2p5/2n2n1b/p1Kbp1pQ/1P4P1/p1PNp3/4B2P/R1B3R1 w - - 2 34,a1a2,True
84,Stockfish-Strong,white,r4r2/3nk3/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/7R w - - 2 43,h1d1,True
89,Stockfish-Strong,black,r7/5k1B/1pp5/p5p1/R1Prp1nN/1K2B2P/1P1Q4/8 b - - 0 45,g4e5,True
180,Stockfish-GM,white,4b3/4b3/3B3P/k1pr4/5P2/1b1p1K2/3R4/8 w - - 2 91,f3f2,True
174,Stockfish-GM,white,8/3k4/1R1B4/3P2p1/6P1/1K2P3/3B4/8 w - - 11 88,b6b5,True
175,stupid2,black,8/3k4/3B4/1R1P2p1/6P1/1K2P3/3B4/8 b - - 12 88,d7c8,False
195,Stockfish-GM,black,7k/1b1R4/8/6P1/5K2/5N2/P7/6B1 b - - 2 98,b7f3,True
192,Stockfish-Strong,white,8/8/P7/4N1Q1/R5B1/8/2k5/R6K w - - 4 97,a1f1,True
193,stupid2,black,8/8/P7/4N1Q1/R5B1/8/2k5/5R1K b - - 5 97,c2b3,False
80,Stockfish-Weak,white,3r4/1b1k3r/R2p3p/1p1n2pn/P1PP4/1p3PBP/1N2K2R/5B2 w - - 3 41,e2d1,True
11,Stockfish-Strong,black,rnb1kbnr/pp1pBp2/2p3pp/4q3/6P1/1PN4N/P1PPPP1P/R2QKB1R b KQkq - 0 6,e5e3,True
73,Stockfish-Strong,black,Nbb5/p2k1r2/P4p2/1p1P4/4R1pp/3P2q1/2P1K1P1/1RBB4 b - - 0 37,f7e7,True
196,Stockfish-Weak,white,1N6/8/1Q6/1p6/1P3Bk1/2N5/3K4/8 w - - 39 99,d2e2,True
180,Stockfish-GM,white,3k4/6P1/P2N4/8/1p5b/4K3/8/3r1r2 w - - 3 91,d6f5,True
175,Stockfish-Strong,black,6k1/8/n2q4/2p1Ppb1/PR2P1p1/N7/7r/4K1n1 b - - 9 88,d6f8,True
176,stupid1,white,5qk1/8/n7/2p1Ppb1/PR2P1p1/N7/7r/4K1n1 w - - 10 89,b4b3,False
105,Stockfish-Strong,black,7k/6bp/8/p3p3/PN2Ppbp/Q4P2/2BK4/8 b - - 0 53,h7h6,True
3,Stockfish-GM,black,rnbqkbnr/ppppp1pp/5p2/8/8/P6P/1PPPPPP1/RNBQKBNR b KQkq - 0 2,b7b6,True
172,Stockfish-GM,white,k7/5n2/P1bB2R1/1N5P/2BPp3/4Np1p/8/2K5 w - - 2 87,b5c7,True
73,Stockfish-Strong,black,rn1b4/7r/p2B2k1/3q2p1/3P2pP/1P2P3/4bP2/1RK2BR1 b - - 1 37,h7f7,True
101,Stockfish-Mid,black,2b5/7r/6k1/3p1nPp/P4P1p/2Pp3P/4R1KB/2N2B1R b - - 0 51,g6f7,True
67,Stockfish-Strong,black,r4k1r/2p5/2n2n1b/p1Kbp1pQ/1P4P1/p1PNp3/R3B2P/2B3R1 b - - 3 34,f6g4,True
85,Stockfish-Strong,black,r4r2/3nk3/p6p/p2Pp3/P3PPKp/1Pb4P/NR2p3/3R4 b - - 3 43,f8f5,True
39,Stockfish-GM,black,rn3knr/1p6/B1ppb1qb/2P2p2/PP1pP1pp/BQ3PPN/2K4P/RNR5 b - - 2 20,g4h3,True
181,Stockfish-Mid,black,4b3/4b3/3B3P/k1pr4/5P2/1b1p4/3R1K2/8 b - - 3 91,e8a4,True
12,Stockfish-Weak,white,rnb1kbnr/pp1pBp2/2p3pp/8/6P1/1PN1q2N/P1PPPP1P/R2QKB1R w KQkq - 1 7,e7c5,True
196,Stockfish-Weak,white,7k/3R4/8/6P1/5K2/5b2/P7/6B1 w - - 0 99,d7d4,True
194,Stockfish-Strong,white,8/8/P7/4N1Q1/R5B1/1k6/8/5R1K w - - 6 98,f1f2,True
195,stupid2,black,8/8/P7/4N1Q1/R5B1/1k6/5R2/7K b - - 7 98,b3c3,False
176,Stockfish-GM,white,2k5/8/3B4/1R1P2p1/6P1/1K2P3/3B4/8 w - - 13 89,d6a3,True
177,stupid2,black,2k5/8/8/1R1P2p1/6P1/BK2P3/3B4/8 b - - 14 89,c8d7,False
74,Stockfish-Weak,white,Nbb5/p2kr3/P4p2/1p1P4/4R1pp/3P2q1/2P1K1P1/1RBB4 w - - 1 38,c1d2,True
197,Stockfish-Strong,black,1N6/8/1Q6/1p6/1P3Bk1/2N5/4K3/8 b - - 40 99,g4f5,True
81,Stockfish-GM,black,3r4/1b1k3r/R2p3p/1p1n2pn/P1PP4/1p3PBP/1N5R/3K1B2 b - - 4 41,b5a4,True
90,Stockfish-GM,white,r7/5k1B/1pp5/p3n1p1/R1Prp2N/1K2B2P/1P1Q4/8 w - - 1 46,e3g1,True
4,Stockfish-Mid,white,rnbqkbnr/p1ppp1pp/1p3p2/8/8/P6P/1PPPPPP1/RNBQKBNR w KQkq - 0 3,g2g3,True
173,Stockfish-Weak,black,k7/2N2n2/P1bB2R1/7P/2BPp3/4Np1p/8/2K5 b - - 3 87,a8b8,True
74,Stockfish-GM,white,rn1b4/5r2/p2B2k1/3q2p1/3P2pP/1P2P3/4bP2/1RK2BR1 w - - 2 38,d6c7,True
102,Stockfish-Strong,white,2b5/5k1r/8/3p1nPp/P4P1p/2Pp3P/4R1KB/2N2B1R w - - 1 52,a4a5,True
106,Stockfish-Strong,white,7k/6b1/7p/p3p3/PN2Ppbp/Q4P2/2BK4/8 w - - 0 54,c2b3,True
177,Stockfish-Strong,black,5qk1/8/n7/2p1Ppb1/P3P1p1/NR6/7r/4K1n1 b - - 11 89,f8b8,True
178,stupid1,white,1q4k1/8/n7/2p1Ppb1/P3P1p1/NR6/7r/4K1n1 w - - 12 90,b3e3,False
181,Stockfish-Strong,black,3k4/6P1/P7/5N2/1p5b/4K3/8/3r1r2 b - - 4 91,d1d6,True
13,Stockfish-Strong,black,rnb1kbnr/pp1p1p2/2p3pp/2B5/6P1/1PN1q2N/P1PPPP1P/R2QKB1R b KQkq - 2 7,f8g7,True
178,Stockfish-GM,white,8/3k4/8/1R1P2p1/6P1/BK2P3/3B4/8 w - - 15 90,d2c3,True
179,stupid2,black,8/3k4/8/1R1P2p1/6P1/BKB1P3/8/8 b - - 16 90,d7c8,False
40,Stockfish-Weak,white,rn3knr/1p6/B1ppb1qb/2P2p2/PP1pP2p/BQ3PPp/2K4P/RNR5 w - - 0 21,e4f5,True
196,Stockfish-Strong,white,8/8/P7/4N1Q1/R5B1/2k5/5R2/7K w - - 8 99,a4a3,True
75,Stockfish-Strong,black,Nbb5/p2kr3/P4p2/1p1P4/4R1pp/3P2q1/2PBK1P1/1R1B4 b - - 2 38,g3f3,True
197,stupid2,black,8/8/P7/4N1Q1/6B1/R1k5/5R2/7K b - - 9 99,c3b4,False
197,Stockfish-GM,black,7k/8/8/6P1/3R1K2/5b2/P7/6B1 b - - 1 99,f3h1,True
86,Stockfish-Strong,white,r7/3nk3/p6p/p2Ppr2/P3PPKp/1Pb4P/NR2p3/3R4 w - - 4 44,d1d4,True
198,Stockfish-Weak,white,1N6/8/1Q6/1p3k2/1P3B2/2N5/4K3/8 w - - 41 100,f4e3,True
68,Stockfish-GM,white,r4k1r/2p5/2n4b/p1Kbp1pQ/1P4n1/p1PNp3/R3B2P/2B3R1 w - - 0 35,g1h1,True
174,Stockfish-GM,white,1k6/2N2n2/P1bB2R1/7P/2BPp3/4Np1p/8/2K5 w - - 4 88,d6g3,True
182,Stockfish-GM,white,8/4b3/3B3P/k1pr4/b4P2/1b1p4/3R1K2/8 w - - 4 92,f2e3,True
103,Stockfish-Mid,black,2b5/5k1r/8/P2p1nPp/5P1p/2Pp3P/4R1KB/2N2B1R b - - 0 52,f7g6,True
75,Stockfish-Strong,black,rn1b4/2B2r2/p5k1/3q2p1/3P2pP/1P2P3/4bP2/1RK2BR1 b - - 3 38,d5g2,True
179,Stockfish-Strong,black,1q4k1/8/n7/2p1Ppb1/P3P1p1/N3R3/7r/4K1n1 b - - 13 90,g5h4,True
180,stupid1,white,1q4k1/8/n7/2p1Pp2/P3P1pb/N3R3/7r/4K1n1 w - - 14 91,e1d1,False
107,Stockfish-Strong,black,7k/6b1/7p/p3p3/PN2Ppbp/QB3P2/3K4/8 b - - 1 54,g7f8,True
182,Stockfish-GM,white,3k4/6P1/P2r4/5N2/1p5b/4K3/8/5r2 w - - 5 92,e3e4,True
14,Stockfish-Weak,white,rnb1k1nr/pp1p1pb1/2p3pp/2B5/6P1/1PN1q2N/P1PPPP1P/R2QKB1R w KQkq - 3 8,f2f4,True
76,Stockfish-Weak,white,Nbb5/p2kr3/P4p2/1p1P4/4R1pp/3P1q2/2PBK1P1/1R1B4 w - - 3 39,e2e1,True
87,Stockfish-Strong,black,r7/3nk3/p6p/p2Ppr2/P2RPPKp/1Pb4P/NR2p3/8 b - - 5 44,c3b4,True
198,Stockfish-Strong,white,8/8/P7/4N1Q1/1k4B1/R7/5R2/7K w - - 10 100,f2b2,True
199,stupid2,black,8/8/P7/4N1Q1/1k4B1/R7/1R6/7K b - - 11 100,b4a3,False
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,a2a4,True
180,Stockfish-GM,white,2k5/8/8/1R1P2p1/6P1/BKB1P3/8/8 w - - 17 91,a3d6,True
5,Stockfish-GM,black,rnbqkbnr/p1ppp1pp/1p3p2/8/8/P5PP/1PPPPP2/RNBQKBNR b KQkq - 0 3,g7g5,True
181,stupid2,black,2k5/8/3B4/1R1P2p1/6P1/1KB1P3/8/8 b - - 18 91,c8d7,False
198,Stockfish-Weak,white,7k/8/8/6P1/3R1K2/8/P7/6Bb w - - 2 100,d4d6,True
82,Stockfish-Weak,white,3r4/1b1k3r/R2p3p/3n2pn/p1PP4/1p3PBP/1N5R/3K1B2 w - - 0 42,a6a8,True
41,Stockfish-GM,black,rn3knr/1p6/B1ppb1qb/2P2P2/PP1p3p/BQ3PPp/2K4P/RNR5 b - - 0 21,h6g5,True
91,Stockfish-Strong,black,r7/5k1B/1pp5/p3n1p1/R1Prp2N/1K5P/1P1Q4/6B1 b - - 2 46,e5g6,True
175,Stockfish-Weak,black,1k6/2N2n2/P1b3R1/7P/2BPp3/4NpBp/8/2K5 b - - 5 88,c6b5,True
183,Stockfish-Mid,black,8/4b3/3B3P/k1pr4/b4P2/1b1pK3/3R4/8 b - - 5 92,b3d1,True
76,Stockfish-GM,white,rn1b4/2B2r2/p5k1/6p1/3P2pP/1P2P3/4bPq1/1RK2BR1 w - - 4 39,c7b8,True
104,Stockfish-Strong,white,2b5/7r/6k1/P2p1nPp/5P1p/2Pp3P/4R1KB/2N2B1R w - - 1 53,e2c2,True
108,Stockfish-Strong,white,5b1k/8/7p/p3p3/PN2Ppbp/QB3P2/3K4/8 w - - 2 55,d2d3,True
183,Stockfish-Strong,black,3k4/6P1/P2r4/5N2/1p2K2b/8/8/5r2 b - - 6 92,d6g6,True
69,Stockfish-Strong,black,r4k1r/2p5/2n4b/p1Kbp1pQ/1P4n1/p1PNp3/R3B2P/2B4R b - - 1 35,a8d8,True
199,Stockfish-Strong,black,1N6/8/1Q6/1p3k2/1P6/2N1B3/4K3/8 b - - 42 100,f5e5,True
0,Stockfish-Strong,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,True
181,Stockfish-Strong,black,1q4k1/8/n7/2p1Pp2/P3P1pb/N3R3/7r/3K2n1 b - - 15 91,g1e2,True
182,stupid1,white,1q4k1/8/n7/2p1Pp2/P3P1pb/N3R3/4n2r/3K4 w - - 16 92,e3e2,False
1,Stockfish-Weak,black,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,g8f6,True
15,Stockfish-Strong,black,rnb1k1nr/pp1p1pb1/2p3pp/2B5/5PP1/1PN1q2N/P1PPP2P/R2QKB1R b KQkq - 0 8,e3e2,True
77,Stockfish-Strong,black,Nbb5/p2kr3/P4p2/1p1P4/4R1pp/3P1q2/2PB2P1/1R1BK3 b - - 4 39,f3d1,True
88,Stockfish-Strong,white,r7/3nk3/p6p/p2Ppr2/Pb1RPPKp/1P5P/NR2p3/8 w - - 6 45,b2c2,True
182,Stockfish-GM,white,8/3k4/3B4/1R1P2p1/6P1/1KB1P3/8/8 w - - 19 92,b5b8,True
183,stupid2,black,1R6/3k4/3B4/3P2p1/6P1/1KB1P3/8/8 b - - 20 92,d7d6,False
199,Stockfish-GM,black,7k/8/3R4/6P1/5K2/8/P7/6Bb b - - 3 100,h1a8,True
0,Stockfish-GM,white,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g4,True
83,Stockfish-GM,black,R2r4/1b1k3r/3p3p/3n2pn/p1PP4/1p3PBP/1N5R/3K1B2 b - - 1 42,d5c3,True
6,Stockfish-Mid,white,rnbqkbnr/p1ppp2p/1p3p2/6p1/8/P5PP/1PPPPP2/RNBQKBNR w KQkq - 0 4,c2c3,True
176,Stockfish-GM,white,1k6/2N2n2/P5R1/1b5P/2BPp3/4NpBp/8/2K5 w - - 6 89,c7e8,True
184,Stockfish-GM,white,8/4b3/3B3P/k1pr4/b4P2/3pK3/3R4/3b4 w - - 6 93,d6e5,True
77,Stockfish-Strong,black,rB1b4/5r2/p5k1/6p1/3P2pP/1P2P3/4bPq1/1RK2BR1 b - - 0 39,f7g7,True
105,Stockfish-Mid,black,2b5/7r/6k1/P2p1nPp/5P1p/2Pp3P/2R3KB/2N2B1R b - - 2 53,f5d4,True
109,Stockfish-Strong,black,5b1k/8/7p/p3p3/PN2Ppbp/QB1K1P2/8/8 b - - 3 55,h6h5,True
184,Stockfish-GM,white,3k4/6P1/P5r1/5N2/1p2K2b/8/8/5r2 w - - 7 93,g7g8q,True
70,Stockfish-GM,white,3r1k1r/2p5/2n4b/p1Kbp1pQ/1P4n1/p1PNp3/R3B2P/2B4R w - - 2 36,h5g4,True
1,Stockfish-GM,black,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,f7f6,True
92,Stockfish-GM,white,r7/5k1B/1pp3n1/p5p1/R1Prp2N/1K5P/1P1Q4/6B1 w - - 3 47,c4c5,True
42,Stockfish-Weak,white,rn3knr/1p6/B1ppb1q1/2P2Pb1/PP1p3p/BQ3PPp/2K4P/RNR5 w - - 1 22,b3e3,True
183,Stockfish-Strong,black,1q4k1/8/n7/2p1Pp2/P3P1pb/N7/4R2r/3K4 b - - 0 92,g8h7,True
184,stupid1,white,1q6/7k/n7/2p1Pp2/P3P1pb/N7/4R2r/3K4 w - - 1 93,d1c1,False
78,Stockfish-Weak,white,Nbb5/p2kr3/P4p2/1p1P4/4R1pp/3P4/2PB2P1/1R1qK3 w - - 0 40,b1d1,True
2,Stockfish-Strong,white,rnbqkb1r/pppppppp/5n2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 1 2,b1a3,True
16,Stockfish-Weak,white,rnb1k1nr/pp1p1pb1/2p3pp/2B5/5PP1/1PN4N/P1PPq2P/R2QKB1R w KQkq - 0 9,d1e2,True
89,Stockfish-Strong,black,r7/3nk3/p6p/p2Ppr2/Pb1RPPKp/1P5P/N1R1p3/8 b - - 7 45,a8c8,True
184,Stockfish-GM,white,1R6/8/3k4/3P2p1/6P1/1KB1P3/8/8 w - - 0 93,c3b4,True
185,stupid2,black,1R6/8/3k4/3P2p1/1B4P1/1K2P3/8/8 b - - 1 93,d6e5,False
185,Stockfish-Mid,black,8/4b3/7P/k1prB3/b4P2/3pK3/3R4/3b4 b - - 7 93,e7d8,True
78,Stockfish-GM,white,rB1b4/6r1/p5k1/6p1/3P2pP/1P2P3/4bPq1/1RK2BR1 w - - 1 40,b8c7,True
106,Stockfish-Strong,white,2b5/7r/6k1/P2p2Pp/3n1P1p/2Pp3P/2R3KB/2N2B1R w - - 3 54,c2f2,True
177,Stockfish-Weak,black,1k2N3/5n2/P5R1/1b5P/2BPp3/4NpBp/8/2K5 b - - 7 89,b8a7,False
71,Stockfish-Strong,black,3r1k1r/2p5/2n4b/p1Kbp1p1/1P4Q1/p1PNp3/R3B2P/2B4R b - - 0 36,a5a4,True
2,Stockfish-Strong,white,rnbqkbnr/ppppp1pp/5p2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,d2d3,True
110,Stockfish-Strong,white,5b1k/8/8/p3p2p/PN2Ppbp/QB1K1P2/8/8 w - - 0 56,b3a2,True
185,Stockfish-Strong,black,3k2Q1/8/P5r1/5N2/1p2K2b/8/8/5r2 b - - 0 93,d8c7,True
93,Stockfish-Strong,black,r7/5k1B/1pp3n1/p1P3p1/R2rp2N/1K5P/1P1Q4/6B1 b - - 0 47,a8b8,True
